,Name,Apps,Mins,Mins/Gm,Height,Weight,Age,Av Rat,Gls,Gls/90,Shot %,Pen/R,xG,Ch C/90,Asts/90,K Ps/90,Pas %,Cr C/A,Drb/90,Distance,Hdr %,K Tck,Fls,Int/90,Clear,Con/90,xSv %,Sv %,Svh,Svt,Svp,Pens Saved Ratio,PoM,Aer A/90,Off,Based,Tck R,CA,Saves,Saves/xSv%,Gls/xG,Dist/Mins,Transfer Value,Value
854,Unai Núñez,11.0,990.0,90.0,186.0,81.0,25,6.85,0.0,0.0,0.0,0.0,1.13,0.12,0.0,1.0,0.93,0.2,0.45,127.5,0.72,4.0,21.0,2.64,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.27,1.0,Spain (LaLiga),0.96,136,0.0,0.0,0.0,0.12878787878787878,€26M - €35M,30500000.0
855,Jean Lucas,15.0,1323.0,88.2,181.0,77.0,24,6.97,0.0,0.0,0.27,0.0,1.64,0.14,0.14,0.34,0.82,0.33,0.14,81.4,0.66,0.0,22.0,0.34,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,Brazil (Brasileiro Série A),0.83,131,0.0,0.0,0.0,0.06152683295540439,€475K - €4.8M,2637500.0
856,Josip Stanišić,14.0,1199.0,85.64285714285714,187.0,76.0,22,6.78,0.0,0.0,0.0,0.0,0.29,0.08,0.08,0.45,0.91,0.15,0.08,141.2,0.73,0.0,15.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.26,1.0,Italy (Serie A),0.72,130,0.0,0.0,0.0,0.11776480400333611,€5.4M - €11M,8200000.0
857,Nicolas Isimat-Mirin,33.0,2830.0,85.75757575757575,187.0,81.0,30,6.76,0.0,0.0,0.17,0.0,0.52,0.07,0.1,0.13,0.9,0.0,0.06,232.0,0.84,4.0,40.0,1.91,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,1.0,U.S.A. (MLS),0.91,117,0.0,0.0,0.0,0.08197879858657244,€2.1M - €4.7M,3400000.0
858,Fernando Beltrán,11.0,992.0,90.18181818181819,164.0,66.0,24,7.02,0.0,0.0,0.23,0.0,0.49,1.22,0.0,1.0,0.87,0.0,0.09,89.6,0.4,0.0,9.0,0.64,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,Mexico (Liga BBVA MX),0.8,129,0.0,0.0,0.0,0.09032258064516129,€750K - €7.2M,3975000.0
859,Habib Maïga,12.0,975.0,81.25,181.0,80.0,26,7.07,1.0,0.09,0.11,0.0,0.6,0.46,0.28,1.38,0.91,0.37,0.09,125.3,0.68,0.0,23.0,0.74,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.54,5.0,France (Ligue 1),0.7,124,0.0,0.0,1.6666666666666667,0.1285128205128205,€425K - €4.1M,2262500.0
860,Josecarlos Van Rankin,32.0,2899.0,90.59375,174.0,69.0,29,7.0,1.0,0.03,0.08,0.0,2.03,0.17,0.06,0.75,0.86,0.2,0.22,249.1,0.68,4.0,31.0,1.46,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34,5.0,U.S.A. (MLS),0.86,123,0.0,0.0,0.4926108374384237,0.08592618144187651,€230K - €2.3M,1265000.0
861,Diego Polenta,21.0,1808.0,86.0952380952381,185.0,92.0,30,7.09,1.0,0.05,0.2,0.0,0.18,0.0,0.0,0.25,0.91,0.5,0.05,153.7,0.78,3.0,21.0,1.64,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05,0.0,Argentina (Liga Profesional),0.83,119,0.0,0.0,5.555555555555555,0.08501106194690265,€250K - €2.5M,1375000.0
862,Wesley Hoedt,19.0,1710.0,90.0,188.0,81.0,28,7.17,0.0,0.0,0.0,0.0,0.61,0.08,0.0,0.05,0.94,0.33,0.16,196.2,0.84,7.0,23.0,2.37,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.79,0.0,Belgium (Pro League),0.85,137,0.0,0.0,0.0,0.11473684210526315,€9.2M - €11.5M,10350000.0
863,Andrea Barberis,11.0,949.0,86.27272727272727,177.0,72.0,28,7.05,0.0,0.0,0.0,0.0,0.21,0.21,0.38,0.57,0.93,0.0,0.0,127.7,0.68,0.0,12.0,1.42,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.03,0.0,Italy (Serie B),0.73,122,0.0,0.0,0.0,0.13456269757639622,€750K - €7.4M,4075000.0
864,Emanuel Mammana,17.0,1759.0,103.47058823529412,184.0,74.0,26,7.11,2.0,0.1,0.38,0.0,0.84,0.15,0.15,0.2,0.89,0.0,0.0,135.6,0.72,3.0,11.0,1.59,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.01,0.0,Argentina (Liga Profesional),0.89,122,0.0,0.0,2.380952380952381,0.07708925525866969,€375K - €3.7M,2037500.0
865,Jean-Charles Castelletto,11.0,903.0,82.0909090909091,185.0,76.0,27,6.92,0.0,0.0,0.11,0.0,0.7,0.3,0.0,0.7,0.92,0.25,0.2,124.7,0.79,1.0,17.0,2.59,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.66,1.0,France (Ligue 1),0.88,127,0.0,0.0,0.0,0.1380952380952381,€425K - €4.2M,2312500.0
866,Andrea Cistana,11.0,990.0,90.0,185.0,78.0,25,7.04,0.0,0.0,0.33,0.0,0.23,0.1,0.0,0.18,0.94,0.0,0.09,112.6,0.81,2.0,8.0,3.09,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.18,0.0,Italy (Serie B),0.75,124,0.0,0.0,0.0,0.11373737373737373,€650K - €6.6M,3625000.0
867,Gökhan Akkan,12.0,987.0,82.25,188.0,75.0,27,6.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.47,0.0,0.0,62.6,0.0,0.0,1.0,0.0,0.0,1.82,0.0,-0.01,9.0,11.0,25.0,0.0,2.0,0.0,0.0,Turkey (Süper Lig),0.5,123,45.0,0.0,0.0,0.06342451874366768,€5.8M - €9.8M,7800000.0
868,Andrei Girotto,11.0,1075.0,97.72727272727273,186.0,79.0,30,6.95,0.0,0.0,0.25,0.0,1.49,0.08,0.0,0.17,0.94,1.0,0.08,117.7,0.79,1.0,15.0,2.01,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,France (Ligue 1),0.46,130,0.0,0.0,0.0,0.10948837209302326,€550K - €5.4M,2975000.0
869,Timothée Kolodziejczak,14.0,1197.0,85.5,185.0,75.0,31,6.86,0.0,0.0,0.3,0.0,1.33,0.15,0.0,0.23,0.9,0.0,0.3,142.3,0.82,4.0,19.0,2.11,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.66,0.0,France (Ligue 2),0.93,124,0.0,0.0,0.0,0.11888053467000836,€230K - €2.3M,1265000.0
870,Wuilker Fariñez,12.0,1080.0,90.0,180.0,77.0,24,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.8,0.0,0.0,80.3,0.0,0.0,0.0,0.0,0.0,1.75,0.0,-0.01,17.0,11.0,20.0,0.0,1.0,0.0,0.0,France (Ligue 1),0.0,135,48.0,0.0,0.0,0.07435185185185185,€1.5M - €3.4M,2450000.0
871,Giangiacomo Magnani,12.0,1145.0,95.41666666666667,190.0,87.0,27,6.99,0.0,0.0,0.25,0.0,0.94,0.09,0.16,0.31,0.94,0.0,0.0,133.3,0.84,2.0,14.0,2.12,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.21,1.0,Italy (Serie A),1.0,130,0.0,0.0,0.0,0.11641921397379913,€700K - €7M,3850000.0
872,Devyne Rensch,18.0,1492.0,82.88888888888889,181.0,75.0,19,7.03,0.0,0.0,0.22,0.0,0.75,0.39,0.0,1.15,0.94,0.27,1.87,214.5,0.75,3.0,16.0,3.74,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.69,7.0,Holland (Eredivisie),0.75,144,0.0,0.0,0.0,0.1437667560321716,€46M - €58M,52000000.0
873,Wout Faes,12.0,992.0,82.66666666666667,185.0,84.0,24,6.84,0.0,0.0,0.0,0.0,0.33,0.09,0.09,0.82,0.93,0.0,0.09,122.7,0.79,0.0,18.0,1.72,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,France (Ligue 1),0.86,128,0.0,0.0,0.0,0.12368951612903226,€4.6M - €9.6M,7100000.0
874,Darko Lazović,18.0,1620.0,90.0,181.0,65.0,32,6.73,0.0,0.0,0.0,0.0,0.89,0.54,0.11,1.56,0.9,0.18,1.83,219.0,0.69,0.0,31.0,2.39,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17,6.0,France (Ligue 1),0.87,135,0.0,0.0,0.0,0.13518518518518519,€1.2M - €11.5M,6350000.0
875,Antonee Robinson,32.0,2804.0,87.625,183.0,70.0,25,7.2,1.0,0.03,0.16,0.0,0.52,0.6,0.06,0.8,0.89,0.25,0.35,272.2,0.75,3.0,29.0,1.77,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.42,5.0,U.S.A. (MLS),0.93,127,0.0,0.0,1.923076923076923,0.0970756062767475,€8.6M - €10.5M,9550000.0
876,Cristian Dell'Orco,11.0,990.0,90.0,183.0,75.0,28,6.8,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.09,0.93,0.0,0.09,118.2,0.75,2.0,9.0,2.91,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.91,1.0,Italy (Serie B),1.0,117,0.0,0.0,0.0,0.1193939393939394,€300K - €2.9M,1600000.0
877,Kaiky,50.0,4493.0,89.86,183.0,79.0,18,6.97,0.0,0.0,0.08,0.0,1.9,0.17,0.04,0.16,0.93,0.0,0.14,418.0,0.78,6.0,45.0,1.78,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.38,3.0,Brazil (Brasileiro Série A),0.83,143,0.0,0.0,0.0,0.09303360783440907,€15.5M,7750007.5
878,Fausto Vera,21.0,1804.0,85.9047619047619,177.0,75.0,22,6.9,1.0,0.05,0.25,0.0,0.61,0.2,0.1,0.75,0.91,0.16,0.2,178.0,0.66,1.0,19.0,0.9,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,0.0,Argentina (Liga Profesional),0.9,132,0.0,0.0,1.639344262295082,0.09866962305986696,€4.6M - €9.6M,7100000.0
879,Adama Soumaoro,15.0,1350.0,90.0,186.0,93.0,30,7.06,2.0,0.13,0.4,0.0,0.46,0.5,0.0,0.0,0.97,0.0,0.07,149.9,0.81,2.0,17.0,2.8,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.33,0.0,Italy (Serie A),0.87,130,0.0,0.0,4.3478260869565215,0.11103703703703705,€800K - €8M,4400000.0
880,Kristoffer Olsson,17.0,1219.0,71.70588235294117,178.0,69.0,27,7.07,1.0,0.07,0.25,0.0,0.82,0.79,0.15,1.03,0.85,0.22,0.22,168.8,0.77,0.0,8.0,1.33,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.29,0.0,Belgium (Pro League),0.75,130,0.0,0.0,1.2195121951219512,0.1384741591468417,€8.2M - €10.5M,9350000.0
881,Giuseppe Cuomo,11.0,960.0,87.27272727272727,190.0,79.0,24,6.75,0.0,0.0,0.33,0.0,0.66,0.0,0.0,0.0,0.88,0.0,0.09,107.4,0.78,2.0,10.0,2.16,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.84,1.0,Italy (Serie B),0.93,120,0.0,0.0,0.0,0.111875,€1.9M - €4.3M,3100000.0
882,Harold Moukoudi,11.0,1054.0,95.81818181818181,191.0,84.0,25,6.99,0.0,0.0,0.29,0.0,1.12,0.17,0.09,0.34,0.92,0.0,0.09,127.8,0.89,3.0,11.0,3.59,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.49,0.0,France (Ligue 2),0.67,123,0.0,0.0,0.0,0.12125237191650853,€2.3M - €5.2M,3750000.0
883,Lasse Sobiech,15.0,1136.0,75.73333333333333,196.0,86.0,31,6.94,0.0,0.0,0.5,0.0,0.32,0.43,0.16,0.32,0.95,0.0,0.0,128.8,0.8,2.0,6.0,2.06,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.71,1.0,Germany (2. Bundesliga),1.0,122,0.0,0.0,0.0,0.11338028169014086,€850K,425042.5
884,Matías Kranevitter,15.0,1350.0,90.0,178.0,72.0,29,6.96,0.0,0.0,0.42,0.0,1.21,0.5,0.07,0.93,0.88,0.62,0.07,135.4,0.53,0.0,24.0,0.93,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,Mexico (Liga BBVA MX),0.7,130,0.0,0.0,0.0,0.1002962962962963,€325K - €3.3M,1812500.0
885,Walter Kannemann,33.0,2970.0,90.0,183.0,77.0,31,7.49,3.0,0.09,0.14,0.0,0.05,0.0,0.06,0.03,0.77,0.0,0.0,20.9,1.0,0.0,58.0,0.12,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.82,0.0,Brazil (Campeonato Brasileiro Série B),0.97,138,0.0,0.0,60.0,0.007037037037037037,€1.1M - €11M,6050000.0
886,Mert Müldür,15.0,1330.0,88.66666666666667,188.0,74.0,23,6.69,0.0,0.0,0.4,0.0,0.72,0.0,0.14,1.08,0.94,0.12,1.22,186.4,0.77,2.0,29.0,2.5,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.46,8.0,Italy (Serie A),0.91,144,0.0,0.0,0.0,0.14015037593984964,€12M - €16M,14000000.0
887,Rui Silva,12.0,1000.0,83.33333333333333,191.0,91.0,28,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.63,0.0,0.0,60.8,0.0,0.0,0.0,0.18,0.0,1.98,-7.47,-0.03,12.0,6.0,24.0,0.0,0.0,0.0,0.0,Austria (Admiral Bundesliga),0.0,140,42.0,-5.622489959839357,0.0,0.0608,€160K - €1.6M,880000.0
888,Pedro Aquino,13.0,1147.0,88.23076923076923,174.0,67.0,27,7.09,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.63,0.87,0.0,0.08,99.7,0.68,0.0,20.0,0.39,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,1.0,Mexico (Liga BBVA MX),0.85,133,0.0,0.0,0.0,0.08692240627724498,€800K - €8M,4400000.0
889,Hendrik Van Crombrugge,18.0,1620.0,90.0,188.0,85.0,29,7.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.78,0.0,0.0,119.3,0.0,0.0,0.0,0.0,0.0,1.28,-43.28,-0.02,23.0,12.0,36.0,0.0,3.0,0.0,0.0,Belgium (Pro League),0.0,131,71.0,-1.6404805914972274,0.0,0.07364197530864197,€20M - €34M,27000000.0
890,Jonas Omlin,12.0,863.0,71.91666666666667,189.0,80.0,28,6.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,62.1,0.0,0.0,0.0,0.0,0.0,1.25,0.0,-0.02,11.0,6.0,15.0,0.0,1.0,0.0,0.0,France (Ligue 1),0.0,135,32.0,0.0,0.0,0.07195828505214369,€4.3M - €9M,6650000.0
891,Paul Bernardoni,14.0,1253.0,89.5,190.0,78.0,25,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.62,0.0,0.0,89.8,0.0,0.0,0.0,0.0,0.0,1.15,0.0,-0.01,16.0,12.0,32.0,0.0,1.0,0.0,0.0,France (Ligue 1),0.0,136,60.0,0.0,0.0,0.07166799680766162,€600K - €6M,3300000.0
892,Reggie Cannon,15.0,1317.0,87.8,180.0,74.0,24,7.31,3.0,0.21,0.31,0.0,1.29,0.27,0.14,1.03,0.86,0.22,0.75,166.3,0.83,2.0,30.0,2.6,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.2,3.0,Portugal (Primeira Liga),0.85,127,0.0,0.0,2.3255813953488373,0.12627182991647684,€1.9M - €4.2M,3050000.0
893,Florent Mollet,12.0,993.0,82.75,170.0,67.0,30,7.17,1.0,0.09,0.4,0.0,1.79,0.18,0.09,2.63,0.86,0.08,1.9,136.5,0.8,0.0,9.0,2.45,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35,5.0,France (Ligue 1),0.9,131,0.0,0.0,0.5586592178770949,0.13746223564954682,€4.9M - €8.2M,6550000.0
894,Diego Rosa,11.0,818.0,74.36363636363636,185.0,62.0,20,6.87,0.0,0.0,0.45,0.0,0.47,0.11,0.11,0.44,0.86,1.0,0.0,78.0,0.85,0.0,5.0,0.88,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.86,0.0,Belgium (1B Pro League),0.5,118,0.0,0.0,0.0,0.09535452322738386,€15M - €18.5M,16750000.0
895,Gojko Cimirot,11.0,835.0,75.9090909090909,178.0,74.0,29,7.06,0.0,0.0,0.0,0.0,0.87,0.54,0.32,0.86,0.87,0.25,0.32,116.9,0.75,0.0,13.0,1.51,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,Belgium (Pro League),0.7,126,0.0,0.0,0.0,0.14,€8.8M - €11M,9900000.0
896,Asmir Begović,13.0,1170.0,90.0,199.0,99.0,35,7.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.52,0.0,0.0,79.9,0.0,0.0,0.0,0.0,0.0,0.92,0.0,-0.02,4.0,9.0,20.0,0.0,0.0,0.0,0.0,England (EFL Championship),0.0,128,33.0,0.0,0.0,0.06829059829059829,€300K - €3M,1650000.0
897,Rúben Vezo,12.0,1162.0,96.83333333333333,182.0,80.0,28,6.95,0.0,0.0,0.2,0.0,0.34,0.23,0.0,0.23,0.95,0.25,0.08,136.4,0.73,1.0,7.0,3.1,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.47,3.0,Spain (LaLiga),0.93,140,0.0,0.0,0.0,0.11738382099827883,€11.5M - €18.5M,15000000.0
898,Axel Disasi,15.0,1335.0,89.0,190.0,86.0,24,7.11,0.0,0.0,0.22,0.0,0.89,0.25,0.07,0.07,0.95,0.0,0.0,142.1,0.85,2.0,15.0,3.03,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,England (Premier League),0.72,137,0.0,0.0,0.0,0.10644194756554307,€21M - €29M,25000000.0
899,Miloš Vulić,11.0,1007.0,91.54545454545455,183.0,73.0,26,6.85,0.0,0.0,0.33,0.0,1.5,0.3,0.09,1.61,0.88,0.36,0.36,134.5,0.73,0.0,11.0,0.8,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.02,0.0,Italy (Serie B),0.8,120,0.0,0.0,0.0,0.13356504468718966,€800K - €7.8M,4300000.0
900,Thiago Almada,38.0,3326.0,87.52631578947368,171.0,63.0,21,6.97,6.0,0.16,0.43,1.0,5.5,0.8,0.16,1.33,0.86,0.19,0.7,393.0,0.37,0.0,22.0,0.97,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,1.0,2.62,4.0,U.S.A. (MLS),0.81,135,0.0,0.0,1.0909090909090908,0.11815995189416717,€7.2M - €12M,9600000.0
901,Francesco Vicari,11.0,1020.0,92.72727272727273,190.0,80.0,28,7.3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.18,0.95,0.0,0.0,119.9,0.78,1.0,8.0,2.38,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.32,0.0,Italy (Serie B),0.85,124,0.0,0.0,0.0,0.11754901960784314,€650K - €6.6M,3625000.0
902,Charles Kaboré,11.0,906.0,82.36363636363636,181.0,74.0,34,6.71,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.81,0.0,0.2,36.9,0.56,1.0,21.0,0.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.59,0.0,Russia (Premier Liga),0.9,116,0.0,0.0,0.0,0.04072847682119205,€100K - €1M,550000.0
903,Dylan Bronn,12.0,956.0,79.66666666666667,185.0,76.0,27,6.92,1.0,0.09,0.23,0.0,1.65,0.0,0.09,0.19,0.95,0.0,0.0,117.6,0.77,2.0,7.0,2.82,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.11,0.0,France (Ligue 1),0.91,130,0.0,0.0,0.6060606060606061,0.12301255230125523,€3.3M - €7.2M,5250000.0
904,Gabriel,11.0,990.0,90.0,193.0,90.0,30,7.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.67,0.0,0.0,68.4,0.0,0.0,0.0,0.0,0.0,0.82,0.0,-0.04,12.0,2.0,20.0,0.0,1.0,0.0,0.0,Italy (Serie B),0.0,126,34.0,0.0,0.0,0.06909090909090909,€500K - €5.2M,2850000.0
905,Gabriel,11.0,990.0,90.0,193.0,90.0,30,7.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.67,0.0,0.0,68.4,0.0,0.0,0.0,0.0,0.0,0.82,0.0,-0.04,12.0,2.0,20.0,0.0,1.0,0.0,0.0,Italy (Serie B),0.0,126,34.0,0.0,0.0,0.06909090909090909,€78M - €124M,101000000.0
906,Gabriel,16.0,1423.0,88.9375,190.0,78.0,24,7.39,1.0,0.06,0.56,0.0,0.88,0.09,0.13,0.19,0.96,0.0,0.0,165.3,0.82,2.0,18.0,3.1,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.58,1.0,England (Premier League),0.75,154,0.0,0.0,1.1363636363636365,0.11616303583977514,€500K - €5.2M,2850000.0
907,Gabriel,16.0,1423.0,88.9375,190.0,78.0,24,7.39,1.0,0.06,0.56,0.0,0.88,0.09,0.13,0.19,0.96,0.0,0.0,165.3,0.82,2.0,18.0,3.1,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.58,1.0,England (Premier League),0.75,154,0.0,0.0,1.1363636363636365,0.11616303583977514,€78M - €124M,101000000.0
908,David Soria,14.0,1212.0,86.57142857142857,192.0,85.0,29,6.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,85.1,0.0,0.0,1.0,0.0,0.0,1.56,-129.18,-0.01,14.0,9.0,26.0,0.0,0.0,0.0,0.0,Spain (LaLiga),0.25,142,49.0,-0.379315683542344,0.0,0.07021452145214521,€4.5M - €7.6M,6050000.0
909,Fernando Pacheco,12.0,1007.0,83.91666666666667,186.0,81.0,30,7.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.53,0.0,0.0,77.0,0.0,0.0,0.0,0.09,0.0,1.25,-37.4,-0.01,8.0,6.0,26.0,0.0,0.0,0.0,0.0,France (Ligue 1),1.0,142,40.0,-1.0695187165775402,0.0,0.07646474677259185,€9.2M - €12.5M,10850000.0
910,Alessandro Murgia,11.0,946.0,86.0,185.0,78.0,26,7.23,3.0,0.29,0.64,0.0,1.32,1.08,0.29,1.52,0.91,0.0,0.38,126.6,0.67,1.0,18.0,1.62,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.71,0.0,Italy (Serie B),0.77,119,0.0,0.0,2.2727272727272725,0.13382663847780127,€2.8M - €6.2M,4500000.0
911,Clinton Mata,15.0,1307.0,87.13333333333334,180.0,72.0,29,7.06,0.0,0.0,0.33,0.0,0.52,0.28,0.0,0.96,0.92,0.16,2.34,185.2,0.75,3.0,26.0,3.65,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.47,5.0,Belgium (Pro League),0.7,135,0.0,0.0,0.0,0.14169854628921194,€4.7M - €7.8M,6250000.0
912,Alexander Djiku,12.0,1080.0,90.0,182.0,74.0,28,7.31,1.0,0.08,0.13,0.0,1.55,0.0,0.17,0.42,0.95,0.75,0.17,128.9,0.79,3.0,6.0,3.08,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.67,0.0,France (Ligue 1),0.88,134,0.0,0.0,0.6451612903225806,0.11935185185185186,€4.9M - €8M,6450000.0
913,Lorenzo Montipò,11.0,864.0,78.54545454545455,191.0,82.0,26,7.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.5,0.0,0.0,63.9,0.0,0.0,1.0,0.0,0.0,0.62,0.0,-0.05,6.0,7.0,21.0,0.0,2.0,0.0,0.0,Italy (Serie B),0.0,132,34.0,0.0,0.0,0.07395833333333333,€450K - €4.5M,2475000.0
914,Séko Fofana,13.0,1082.0,83.23076923076923,185.0,74.0,27,7.21,1.0,0.08,0.57,0.0,1.66,0.33,0.25,1.08,0.92,0.3,0.83,151.1,0.53,0.0,16.0,1.08,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.74,1.0,France (Ligue 1),0.82,136,0.0,0.0,0.6024096385542169,0.13964879852125692,€7.6M - €12.5M,10050000.0
915,Hamari Traoré,16.0,1440.0,90.0,175.0,71.0,30,7.01,2.0,0.12,0.4,0.0,2.31,0.29,0.0,0.56,0.93,0.2,1.62,204.0,0.75,0.0,29.0,3.94,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,2.0,France (Ligue 1),0.84,134,0.0,0.0,0.8658008658008658,0.14166666666666666,€450K - €4.5M,2475000.0
916,Nemanja Maksimović,14.0,1049.0,74.92857142857143,184.0,75.0,27,6.89,0.0,0.0,0.25,0.0,1.71,0.17,0.0,0.69,0.87,0.25,0.26,156.4,0.58,0.0,5.0,1.63,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,1.0,Spain (LaLiga),0.43,142,0.0,0.0,0.0,0.14909437559580554,€14.5M - €24M,19250000.0
917,Andriy Lunin,14.0,1260.0,90.0,191.0,80.0,23,7.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.64,0.0,0.0,72.7,0.0,0.0,0.0,0.0,0.0,1.07,-16.64,-0.05,7.0,3.0,14.0,0.0,2.0,0.0,0.0,Ukraine (Favbet Liha),0.0,131,24.0,-1.4423076923076923,0.0,0.0576984126984127,€20M - €26M,23000000.0
918,Marko Dmitrović,14.0,1234.0,88.14285714285714,190.0,81.0,30,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.49,0.0,0.0,87.0,0.0,0.0,2.0,0.0,0.0,0.8,0.0,-0.01,20.0,9.0,34.0,0.0,1.0,0.0,0.0,Spain (LaLiga),0.0,137,63.0,0.0,0.0,0.07050243111831442,€6.2M - €10M,8100000.0
919,Guido Herrera,17.0,1530.0,90.0,188.0,84.0,30,6.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.78,0.0,0.0,77.6,0.0,0.0,0.0,0.0,0.0,1.47,0.0,-0.01,5.0,6.0,33.0,0.0,1.0,0.0,0.0,Argentina (Liga Profesional),0.0,130,44.0,0.0,0.0,0.05071895424836601,€700K - €7.2M,3950000.0
920,Rodrigo Becão,14.0,1260.0,90.0,191.0,79.0,26,7.07,0.0,0.0,0.25,0.0,0.32,0.07,0.0,0.07,0.96,0.0,0.0,138.0,0.83,0.0,18.0,2.71,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.64,1.0,Italy (Serie A),0.92,135,0.0,0.0,0.0,0.10952380952380952,€8.2M - €10M,9100000.0
